sürecek	sür:null ecek:null
oyunda	oy:null un:null da:null, oy:null u:null nda:null, oyun:null da:null
açılan	aç:null ıl:null a:null n:null, açı:null lan:null, aç:null ıl:null an:null
kanı	kan:null ı:null, kanı:null
bitlis	bitlis:null
nazar	nazar:null
dönmüş	dön:null müş:null
kurumu'na	
ilet	ilet:null
düşünme	düşün:null me:null
gününde	gün:null ü:null nde:null, gün:null ün:null de:null, günü:null n:null de:null
yatar	yat:null ar:null
umre	
aleykümselam	aleykümselam:null
gidene	gid:null e:null n:null e:null, gid:null en:null e:null
gazımı	gaz:null ım:null ı:null, gaz:null ı:null mı:null
yatak	yatak:null
yatan	yat:null a:null n:null, yat:null an:null
gideni	gid:null e:null n:null i:null, gid:null en:null i:null
aha	ah:null a:null, aha:null
demet	demet:null
giderdikten	gid:null er:null dik:null ten:null, gider:null dik:null ten:null
beste	beste:null
bildiğimiz	bildiğ:null imiz:null, bil:null diğ:null imiz:null
içecek	içecek:null, iç:null ecek:null
hariç	hariç:null
rahatlığa	rahat:null lığ:null a:null
benimkini	ben:null im:null ki:null ni:null, ben:null im:null ki:null n:null i:null
git	git:null
gir	gir:null
korumuş	koru:null muş:null
acıpayam	acıpayam:null
zarfında	zarf:null ı:null nda:null, zarf:null ın:null da:null
Şişhane	Şişhane:null
tapunun	tapu:null n:null un:null, tapu:null nun:null
tuna	tuna:null
gitmişsiniz	git:null miş:null si:null niz:null
gardırop	gardırop:null
nasılın	nasıl:null ın:null
bağladım	bağla:null dı:null m:null
koymak	koy:null mak:null
olamaz	olamaz:null
sallana	salla:null n:null a:null, sal:null lan:null a:null, sallana:null
istediğimiz	iste:null diğ:null imiz:null
la	la:null
nerde	ner:null de:null
esma	esma:null
sevgi'nin	sevgi:null ':null n:null in:null, sevgi:null ':null nin:null
giymem	giy:null me:null m:null
hüseyin	hüseyin:null
giymek	giy:null mek:null
seyahati	seyahat:null i:null
şubatın	şubat:null ın:null
puan	puan:null
meşe	meşe:null
toplantı	toplantı:null
mesut	mesut:null
gerekli	gerekli:null, gerek:null li:null
pastasından	pasta:null sı:null ndan:null
pazara	pazar:null a:null
büyükte	büyük:null te:null
ekranı	ekran:null ı:null
birleştireceğim	bir:null leş:null tir:null eceğ:null im:null, birleş:null tir:null eceğ:null im:null
abimler	abi:null m:null ler:null
çağırdı	çağır:null dı:null
çocuklarına	çocuk:null ları:null na:null, çocuk:null lar:null ı:null na:null, çocuk:null lar:null ın:null a:null
sakatlığı	sakat:null lığ:null ı:null
elimde	elim:null de:null, el:null im:null de:null
tedavisi	tedavi:null si:null
tip	tip:null
ne	ne:null
dalgalara	dalga:null lar:null a:null
halam	hala:null m:null
eşyaları	eşya:null lar:null ı:null, eşya:null ları:null
memurun	memur:null un:null
hamsiyi	hamsi:null yi:null
teyzemler	teyze:null m:null ler:null
anlayabildin	anla:null yabil:null di:null n:null
inadına	inad:null ı:null na:null, inad:null ın:null a:null
kaleminden	kalem:null i:null nden:null, kalem:null in:null den:null
rakam	rakam:null
istisnaları	istisna:null lar:null ı:null, istisna:null ları:null
kızmış	kız:null mış:null
avuca	avuc:null a:null
hedef	hedef:null
söyleme	söyle:null me:null, söylem:null e:null
anlatabildim	anla:null t:null abil:null di:null m:null, anlat:null abil:null di:null m:null
bitirdi	bit:null ir:null di:null
Şile'de	Şile:null ':null de:null
sahası	saha:null sı:null
faturası	fatura:null sı:null
ellisini	elli:null si:null ni:null, elli:null si:null n:null i:null, el:null li:null si:null ni:null, el:null li:null si:null n:null i:null
duman	duman:null, duma:null n:null
kullanmaya	kul:null lan:null ma:null ya:null, kullan:null ma:null ya:null, kul:null lan:null may:null a:null, kullan:null may:null a:null
havaalanlarından	havaalan:null lar:null ı:null ndan:null, havaalan:null ları:null ndan:null, havaalan:null lar:null ı:null n:null dan:null
göbeğine	göbeğ:null in:null e:null, göbeğ:null i:null ne:null
nihayet	nihayet:null
hastanede	hastane:null de:null
kullansan	kul:null lan:null sa:null n:null, kullan:null sa:null n:null
ağabeycim	ağabey:null ci:null m:null
krizi	kriz:null i:null
aradık	ara:null dı:null k:null, ara:null dık:null
yaralandı	yara:null lan:null dı:null, yar:null a:null lan:null dı:null, yarala:null n:null dı:null
kapatmış	kapat:null mış:null, kapa:null t:null mış:null
kalpten	kalp:null ten:null
ilişkiye	ilişki:null ye:null
trabzonlu	trabzon:null lu:null, trabzonlu:null
yankı	yankı:null
faaliyet	faaliyet:null
merkezindeki	merkez:null i:null nde:null ki:null, merkezi:null n:null de:null ki:null, merkez:null in:null de:null ki:null
izlenim	izlenim:null
yazdırdı	yaz:null dır:null dı:null
tarafından	taraf:null ın:null dan:null, taraf:null ı:null ndan:null
filmine	film:null in:null e:null, film:null i:null ne:null
düzeltmemiz	düzel:null t:null me:null miz:null, düzelt:null me:null miz:null
demek	demek:null, de:null mek:null
demem	de:null me:null m:null
sonunda	son:null un:null da:null, sonunda:null, son:null u:null nda:null
köyden	köy:null den:null
tohumları	tohum:null lar:null ı:null, tohum:null ları:null, tohumla:null r:null ı:null
istediğini	iste:null diğ:null in:null i:null, iste:null diğ:null i:null ni:null
anlamlı	anlam:null lı:null
emrinin	emr:null i:null nin:null, emr:null in:null in:null
verildi	ver:null il:null di:null
berkay	berkay:null
birer	bir:null er:null
isteyeceğim	iste:null yeceğ:null im:null
mutlaka	mutlak:null a:null, mutlaka:null
notlarını	not:null lar:null ın:null ı:null, not:null ları:null nı:null, not:null lar:null ı:null nı:null
ertelendi	ertele:null n:null di:null
türkiye'ye	türkiye:null ':null ye:null
durmam	dur:null ma:null m:null
fırsat	fırsat:null
yazılmış	yaz:null ıl:null mış:null
takılar	takı:null lar:null
sinem	sinem:null, sine:null m:null
cahil	cahil:null
trene	tren:null e:null
sordu	sor:null du:null
bodrum'a	bodrum:null ':null a:null
ladik	ladik:null
götürdü	götür:null dü:null
ağzımı	ağz:null ım:null ı:null, ağz:null ı:null mı:null
biriktirdin	birik:null tir:null di:null n:null
kelimeler	kelime:null ler:null
karşısına	karşı:null sı:null na:null, karşı:null sı:null n:null a:null
hayrına	hayr:null ın:null a:null, hayr:null ı:null na:null
finans	
den	de:null n:null
hazırlamış	hazırla:null mış:null
formasına	forma:null sı:null na:null
iletirim	ilet:null ir:null im:null
profilo'nun	profilo:null ':null nun:null, profilo:null ':null n:null un:null
operatör	operatör:null
koşullar	koşulla:null r:null, koşul:null lar:null
giymemiz	giy:null me:null miz:null
arnavutköy	arnavutköy:null
tutacağım	tutacağ:null ım:null, tut:null acağ:null ım:null
geçebilir	geç:null ebil:null ir:null
kuaför'e	
faturanın	fatura:null n:null ın:null, fatura:null nın:null
seher	seher:null
oynamam	oyna:null ma:null m:null
geldikten	gel:null dik:null ten:null
keyfin	keyf:null in:null, keyfi:null n:null
görüntü	görüntü:null
söylediğimiz	söyle:null diğ:null imiz:null
karşıdaki	karşı:null da:null ki:null
dünyaca	dünya:null ca:null
açar	aç:null ar:null
anda	and:null a:null, an:null da:null
yunus	yunus:null
yenmelisiniz	yen:null me:null li:null si:null niz:null, ye:null n:null me:null li:null si:null niz:null
büyüğün	büyüğ:null ün:null
ayarlayabilirim	ayarla:null yabil:null ir:null im:null
açan	aç:null an:null, aç:null a:null n:null
kurbanı	kurban:null ı:null
kafamı	kafa:null mı:null, kafa:null m:null ı:null
memnuniyetsiz	memnuniyet:null siz:null
süreceğine	sür:null eceğ:null i:null ne:null, sür:null eceğ:null in:null e:null
dürüst	dürüst:null
yüzden	yüz:null den:null
sonuçta	sonuçta:null, sonuç:null ta:null
bitirmem	bit:null ir:null me:null m:null
valla	valla:null
benimki	ben:null im:null ki:null
bursa	bursa:null
gerilince	geri:null li:null n:null ce:null, ger:null il:null ince:null
bünyesinden	bünye:null si:null nden:null
kavanoza	kavanoz:null a:null
kaldıkları	kal:null dık:null ları:null, kal:null dık:null lar:null ı:null
varmış	var:null mış:null
atmosferdeki	atmosfer:null de:null ki:null
nazlı	naz:null lı:null
aktör	aktör:null
yeneceğiz	ye:null n:null e:null ceğiz:null, yen:null e:null ceğiz:null
malı	mal:null ı:null
terme	terme:null
mecburen	mecburen:null
bunların	bu:null nlar:null ın:null, bun:null lar:null ın:null
sayacak	say:null acak:null
korktuğu	kork:null tuğ:null u:null
fiyatını	fiyat:null ı:null nı:null, fiyat:null ın:null ı:null
aramış	ara:null mış:null
kardeşim	kardeş:null im:null
kardeşin	kardeş:null in:null
meyhanede	meyhane:null de:null
senelik	sene:null lik:null
günü	günü:null, gün:null ü:null
boşalacak	boşal:null acak:null
özellikler	özel:null lik:null ler:null, özellik:null ler:null
müsün	mü:null sün:null
demlemişim	demle:null miş:null im:null
peş	peş:null
eniştemgil	enişte:null m:null gil:null
dikkat	dikkat:null
tekrarlarını	tekrar:null lar:null ı:null nı:null, tekrarla:null r:null ın:null ı:null, tekrar:null ları:null nı:null, tekrarla:null r:null ı:null nı:null, tekrar:null lar:null ın:null ı:null
yatırım	yatırım:null, yatır:null ım:null
planladım	planla:null dı:null m:null
sevgilisinden	sevgili:null si:null nden:null, sevgili:null si:null n:null den:null, sevgi:null li:null si:null n:null den:null, sevgi:null li:null si:null nden:null
fuzuli'nin	fuzuli:null ':null nin:null, fuzuli:null ':null n:null in:null
selin	sel:null in:null, selin:null
temizim	temiz:null im:null
iyisiniz	iyi:null si:null niz:null
sevmem	sev:null me:null m:null
etkinliği	etkin:null liğ:null i:null, etkinliğ:null i:null
yazacağım	yaz:null acağ:null ım:null
sabah	sabah:null
muhabbeti	muhabbet:null i:null
alternatif	alternatif:null
sahildekiler	sahil:null de:null ki:null ler:null
gitmesi	git:null me:null si:null
hepsini	hep:null si:null ni:null, hep:null si:null n:null i:null
futboldan	futbol:null dan:null
taktırdım	tak:null tır:null dı:null m:null
taktırdın	tak:null tır:null dı:null n:null
sergisini	sergi:null si:null ni:null
gittiğim	git:null tiğ:null im:null
dolmasına	dol:null ma:null sı:null n:null a:null, dol:null ma:null sı:null na:null, dolma:null sı:null na:null
ezbere	ezbere:null, ezber:null e:null
geçsem	geç:null se:null m:null
iyisi	iyi:null si:null
boyundan	boyu:null n:null dan:null, boy:null u:null ndan:null, boyun:null dan:null, boy:null un:null dan:null
ihtimalleri	ihtimal:null leri:null, ihtimal:null ler:null i:null
pozisyon	pozisyon:null
mutfaklarda	mutfak:null lar:null da:null
edilir	ed:null il:null ir:null
profil	profil:null
kent	kent:null
önemli	önem:null li:null
sahipleri	sahip:null ler:null i:null, sahip:null leri:null
firmanın	firma:null nın:null, firma:null n:null ın:null
bağlantı	bağlantı:null
gelişmekte	geliş:null mek:null te:null, geliş:null mekte:null
namazda	namaz:null da:null
beraber	beraber:null
uçakta	uçak:null ta:null
hesabı	hesab:null ı:null
fabrikasına	fabrika:null sı:null na:null
İpekçi	İpekçi:null, İpek:null çi:null
karnını	karn:null ı:null nı:null, karn:null ın:null ı:null
esinlenip	esin:null len:null ip:null, esinle:null n:null ip:null
bilgisayar	bilgisayar:null
turu	tur:null u:null
yuh	yuh:null
projeleri	proje:null ler:null i:null, proje:null leri:null
tura	tur:null a:null, tura:null
ceza	ceza:null
bakacak	bak:null acak:null
sitesinden	site:null si:null nden:null
tuvaletlere	tuvalet:null ler:null e:null
huylu	huy:null lu:null
aramızda	ara:null mız:null da:null
giy	giy:null
kapağını	kapağ:null ı:null nı:null, kapağ:null ın:null ı:null
bekler	bek:null ler:null, bekle:null r:null
mevsimde	mevsim:null de:null
kalbinde	kalb:null i:null nde:null, kalbi:null n:null de:null, kalb:null in:null de:null
işbaşı	işbaş:null ı:null, işbaşı:null
enerjikler	enerjik:null ler:null
Ömer'e	Ömer:null ':null e:null
sıkıldılar	sıkıl:null dı:null lar:null, sık:null ıl:null dı:null lar:null
derinden	deri:null n:null den:null, derin:null den:null, de:null r:null in:null den:null, de:null r:null i:null nden:null
alan	a:null la:null n:null, al:null an:null, alan:null, ala:null n:null, al:null a:null n:null
kessinler	kes:null sinler:null
düşünce	düş:null ünce:null, düş:null ün:null ce:null, düşün:null ce:null, düşünce:null, düş:null ü:null nce:null
haberi	haber:null i:null
alay	alay:null
huy	huy:null
kontrole	kontrol:null e:null
adamlar	adam:null lar:null
sert	sert:null
umre'ye	
umre'yi	
sungur	sungur:null
kitaplıkta	kitap:null lık:null ta:null
kafama	kafa:null m:null a:null
oğlan	oğlan:null
ana	ana:null, an:null a:null
bizimkiler	biz:null im:null ki:null ler:null
renk	renk:null
şansa	şans:null a:null
ani	ani:null
istese	iste:null se:null
neticeyi	netice:null yi:null
seslendim	sesle:null n:null di:null m:null, ses:null len:null di:null m:null
vecibeye	vecibe:null ye:null
konseri	konser:null i:null
dokundunuz	doku:null n:null du:null nuz:null, dokun:null du:null nuz:null
davet	davet:null
bilsem	bil:null se:null m:null
vazoya	vazo:null ya:null
harbi	harbi:null, harb:null i:null
harcadın	harca:null dı:null n:null
benim	ben:null im:null
soktular	sok:null tu:null lar:null
seninki	sen:null in:null ki:null, seninki:null
diyadin	diyadin:null
içimden	iç:null im:null den:null, iç:null im:null de:null n:null, içi:null m:null den:null, içim:null den:null
baksan	bak:null sa:null n:null
sebze	sebze:null
uğur	uğur:null
yanınıza	yan:null ınız:null a:null
net	net:null
kimleri	kim:null ler:null i:null, kim:null leri:null
anket	anket:null
hastanesi	
hayatımızı	hayat:null ımız:null ı:null
neyimiz	ne:null yimiz:null, ney:null imiz:null
kıyameti	kıyamet:null i:null
çatlayacağım	çat:null la:null yacağ:null ım:null, çatla:null yacağ:null ım:null
fundalar	funda:null lar:null
döküm	
kar	kar:null
iğnesini	iğne:null si:null ni:null
rezil	rezil:null
darılacak	darıl:null acak:null
antrenör	antrenör:null
yakındı	yakın:null dı:null
yaşlılığa	yaşlı:null lığ:null a:null, yaş:null lı:null lığ:null a:null
yavruları	yavrula:null r:null ı:null, yavru:null ları:null, yavru:null lar:null ı:null
desen	de:null se:null n:null, desen:null
işlerim	işle:null r:null im:null, iş:null ler:null im:null
bittikten	bit:null tik:null ten:null
işlerin	iş:null ler:null in:null, işle:null r:null in:null
benzemişsin	benze:null miş:null si:null n:null
masam	masa:null m:null
giyince	giy:null ince:null
gittik	git:null tik:null, git:null ti:null k:null
gittim	git:null ti:null m:null
gittin	git:null ti:null n:null
getir	getir:null
görüşme	gör:null üş:null me:null, görüşme:null, görüş:null me:null
ajandayı	ajanda:null yı:null
salim	salim:null
emine	emin:null e:null, emine:null
telefonun	telefon:null un:null
telefonum	telefon:null um:null
yücel	yücel:null
hastalanmış	hasta:null lan:null mış:null
yılmaz	yılmaz:null
nette	net:null te:null
hiçbir	hiçbir:null
fotoğraf	fotoğraf:null
sanırlar	san:null ır:null lar:null
kaşı	kaş:null ı:null, kaşı:null
taraftarı	taraftar:null ı:null
soluklu	soluk:null lu:null
kel	kel:null
takılacağım	tak:null ıl:null acağ:null ım:null
kendisinden	kendi:null si:null n:null den:null, kendisi:null nden:null, kendi:null si:null nden:null
aşkına	aşk:null ın:null a:null, aşk:null ı:null na:null, aşkın:null a:null
şubede	şube:null de:null
kuşkusuz	kuşku:null suz:null
örgütlerine	örgüt:null ler:null in:null e:null, örgüt:null leri:null ne:null, örgüt:null ler:null i:null ne:null, örgütle:null r:null i:null ne:null, örgütle:null r:null in:null e:null
mekan	mekan:null
konuşmalarda	konuş:null ma:null lar:null da:null, konuşma:null lar:null da:null
gösterdim	göster:null di:null m:null
gösterdin	göster:null di:null n:null
gösterdik	göster:null dik:null, göster:null di:null k:null
askerlere	asker:null ler:null e:null
çıkanlardan	çık:null an:null lar:null dan:null
rutin	rutin:null
çağırırım	çağır:null ır:null ım:null
anıların	anı:null lar:null ın:null
keşifler	keşif:null ler:null
yoksun	yoksun:null, yok:null su:null n:null
samet	samet:null
yaşadık	yaşa:null dık:null, yaşa:null dı:null k:null
sıfır	sıfır:null
öldürtecekler	öl:null dür:null t:null ecek:null ler:null
altından	alt:null ı:null ndan:null, alt:null ı:null nda:null n:null, altın:null dan:null, alt:null ın:null da:null n:null, altı:null n:null dan:null, alt:null ın:null dan:null
hepinize	hep:null iniz:null e:null
